  Frequency             DB(V(VOUT))           P(V(VOUT))           
  2.118361135248e+03  -3.693796952574e+01  -2.627384659280e+02  
  2.123244462000e+03  -3.699792244225e+01  -2.627569157353e+02  
  2.128139045982e+03  -3.705787557813e+01  -2.627753270388e+02  
  2.133044913146e+03  -3.711782893233e+01  -2.627936999366e+02  
  2.137962089502e+03  -3.717778250386e+01  -2.628120345270e+02  
  2.142890601119e+03  -3.723773629168e+01  -2.628303309076e+02  
  2.147830474130e+03  -3.729769029480e+01  -2.628485891762e+02  
  2.152781734724e+03  -3.735764451220e+01  -2.628668094301e+02  
  2.157744409152e+03  -3.741759894290e+01  -2.628849917667e+02  
  2.162718523726e+03  -3.747755358589e+01  -2.629031362828e+02  
  2.167704104819e+03  -3.753750844018e+01  -2.629212430754e+02  
  2.172701178863e+03  -3.759746350480e+01  -2.629393122410e+02  
  2.177709772353e+03  -3.765741877875e+01  -2.629573438760e+02  
  2.182729911842e+03  -3.771737426107e+01  -2.629753380767e+02  
  2.187761623949e+03  -3.777732995078e+01  -2.629932949390e+02  
  2.192804935350e+03  -3.783728584692e+01  -2.630112145587e+02  
  2.197859872784e+03  -3.789724194853e+01  -2.630290970315e+02  
  2.202926463053e+03  -3.795719825464e+01  -2.630469424527e+02  
  2.208004733018e+03  -3.801715476430e+01  -2.630647509175e+02  
  2.213094709605e+03  -3.807711147657e+01  -2.630825225209e+02  
  2.218196419800e+03  -3.813706839050e+01  -2.631002573578e+02  
  2.223309890651e+03  -3.819702550515e+01  -2.631179555227e+02  
  2.228435149270e+03  -3.825698281959e+01  -2.631356171100e+02  
  2.233572222830e+03  -3.831694033289e+01  -2.631532422139e+02  
  2.238721138568e+03  -3.837689804412e+01  -2.631708309285e+02  
  2.243881923782e+03  -3.843685595235e+01  -2.631883833475e+02  
  2.249054605835e+03  -3.849681405668e+01  -2.632058995647e+02  
  2.254239212152e+03  -3.855677235618e+01  -2.632233796732e+02  
  2.259435770220e+03  -3.861673084995e+01  -2.632408237665e+02  
  2.264644307592e+03  -3.867668953708e+01  -2.632582319376e+02  
  2.269864851883e+03  -3.873664841668e+01  -2.632756042792e+02  
  2.275097430771e+03  -3.879660748785e+01  -2.632929408841e+02  
  2.280342072000e+03  -3.885656674969e+01  -2.633102418446e+02  
  2.285598803375e+03  -3.891652620132e+01  -2.633275072531e+02  
  2.290867652767e+03  -3.897648584186e+01  -2.633447372016e+02  
  2.296148648112e+03  -3.903644567042e+01  -2.633619317819e+02  
  2.301441817408e+03  -3.909640568613e+01  -2.633790910859e+02  
  2.306747188719e+03  -3.915636588813e+01  -2.633962152049e+02  
  2.312064790175e+03  -3.921632627553e+01  -2.634133042302e+02  
  2.317394649968e+03  -3.927628684748e+01  -2.634303582531e+02  
  2.322736796356e+03  -3.933624760313e+01  -2.634473773643e+02  
  2.328091257664e+03  -3.939620854161e+01  -2.634643616548e+02  
  2.333458062280e+03  -3.945616966208e+01  -2.634813112149e+02  
  2.338837238659e+03  -3.951613096369e+01  -2.634982261351e+02  
  2.344228815319e+03  -3.957609244560e+01  -2.635151065055e+02  
  2.349632820848e+03  -3.963605410696e+01  -2.635319524162e+02  
  2.355049283895e+03  -3.969601594695e+01  -2.635487639570e+02  
  2.360478233180e+03  -3.975597796473e+01  -2.635655412174e+02  
  2.365919697485e+03  -3.981594015948e+01  -2.635822842869e+02  
  2.371373705661e+03  -3.987590253038e+01  -2.635989932547e+02  
  2.376840286624e+03  -3.993586507659e+01  -2.636156682100e+02  
  2.382319469358e+03  -3.999582779732e+01  -2.636323092416e+02  
  2.387811282912e+03  -4.005579069175e+01  -2.636489164382e+02  
  2.393315756405e+03  -4.011575375907e+01  -2.636654898884e+02  
  2.398832919019e+03  -4.017571699847e+01  -2.636820296804e+02  
  2.404362800006e+03  -4.023568040916e+01  -2.636985359024e+02  
  2.409905428686e+03  -4.029564399035e+01  -2.637150086425e+02  
  2.415460834444e+03  -4.035560774123e+01  -2.637314479883e+02  
  2.421029046735e+03  -4.041557166103e+01  -2.637478540276e+02  
  2.426610095082e+03  -4.047553574895e+01  -2.637642268477e+02  
  2.432204009073e+03  -4.053550000422e+01  -2.637805665359e+02  
  2.437810818368e+03  -4.059546442606e+01  -2.637968731793e+02  
  2.443430552693e+03  -4.065542901369e+01  -2.638131468647e+02  
  2.449063241844e+03  -4.071539376635e+01  -2.638293876790e+02  
  2.454708915684e+03  -4.077535868326e+01  -2.638455957087e+02  
  2.460367604147e+03  -4.083532376367e+01  -2.638617710400e+02  
  2.466039337234e+03  -4.089528900682e+01  -2.638779137593e+02  
  2.471724145015e+03  -4.095525441194e+01  -2.638940239526e+02  
  2.477422057633e+03  -4.101521997830e+01  -2.639101017056e+02  
  2.483133105295e+03  -4.107518570513e+01  -2.639261471041e+02  
  2.488857318282e+03  -4.113515159170e+01  -2.639421602335e+02  
  2.494594726942e+03  -4.119511763727e+01  -2.639581411791e+02  
  2.500345361696e+03  -4.125508384109e+01  -2.639740900262e+02  
  2.506109253031e+03  -4.131505020243e+01  -2.639900068597e+02  
  2.511886431509e+03  -4.137501672056e+01  -2.640058917644e+02  
  2.517676927758e+03  -4.143498339475e+01  -2.640217448249e+02  
  2.523480772480e+03  -4.149495022429e+01  -2.640375661257e+02  
  2.529297996445e+03  -4.155491720844e+01  -2.640533557510e+02  
  2.535128630497e+03  -4.161488434650e+01  -2.640691137851e+02  
  2.540972705549e+03  -4.167485163774e+01  -2.640848403117e+02  
  2.546830252584e+03  -4.173481908146e+01  -2.641005354148e+02  
  2.552701302661e+03  -4.179478667695e+01  -2.641161991780e+02  
  2.558585886905e+03  -4.185475442350e+01  -2.641318316845e+02  
  2.564484036517e+03  -4.191472232043e+01  -2.641474330179e+02  
  2.570395782768e+03  -4.197469036702e+01  -2.641630032610e+02  
  2.576321157002e+03  -4.203465856258e+01  -2.641785424970e+02  
  2.582260190634e+03  -4.209462690643e+01  -2.641940508085e+02  
  2.588212915152e+03  -4.215459539788e+01  -2.642095282781e+02  
  2.594179362118e+03  -4.221456403624e+01  -2.642249749884e+02  
  2.600159563165e+03  -4.227453282083e+01  -2.642403910215e+02  
  2.606153549998e+03  -4.233450175098e+01  -2.642557764596e+02  
  2.612161354398e+03  -4.239447082601e+01  -2.642711313846e+02  
  2.618183008218e+03  -4.245444004525e+01  -2.642864558783e+02  
  2.624218543384e+03  -4.251440940803e+01  -2.643017500223e+02  
  2.630267991895e+03  -4.257437891368e+01  -2.643170138981e+02  
  2.636331385825e+03  -4.263434856155e+01  -2.643322475870e+02  
  2.642408757321e+03  -4.269431835098e+01  -2.643474511701e+02  
  2.648500138606e+03  -4.275428828131e+01  -2.643626247283e+02  
  2.654605561975e+03  -4.281425835189e+01  -2.643777683424e+02  
  2.660725059798e+03  -4.287422856206e+01  -2.643928820932e+02  
  2.666858664521e+03  -4.293419891119e+01  -2.644079660611e+02  
  2.673006408663e+03  -4.299416939863e+01  -2.644230203263e+02  
  2.679168324818e+03  -4.305414002374e+01  -2.644380449692e+02  
  2.685344445658e+03  -4.311411078588e+01  -2.644530400696e+02  
  2.691534803926e+03  -4.317408168442e+01  -2.644680057075e+02  
  2.697739432444e+03  -4.323405271873e+01  -2.644829419624e+02  
  2.703958364108e+03  -4.329402388818e+01  -2.644978489140e+02  
  2.710191631890e+03  -4.335399519214e+01  -2.645127266416e+02  
  2.716439268838e+03  -4.341396662999e+01  -2.645275752245e+02  
  2.722701308077e+03  -4.347393820112e+01  -2.645423947416e+02  
  2.728977782807e+03  -4.353390990490e+01  -2.645571852719e+02  
  2.735268726306e+03  -4.359388174073e+01  -2.645719468941e+02  
  2.741574171927e+03  -4.365385370799e+01  -2.645866796869e+02  
  2.747894153102e+03  -4.371382580608e+01  -2.646013837286e+02  
  2.754228703337e+03  -4.377379803439e+01  -2.646160590976e+02  
  2.760577856220e+03  -4.383377039231e+01  -2.646307058719e+02  
  2.766941645411e+03  -4.389374287926e+01  -2.646453241296e+02  
  2.773320104651e+03  -4.395371549463e+01  -2.646599139485e+02  
  2.779713267758e+03  -4.401368823783e+01  -2.646744754062e+02  
  2.786121168629e+03  -4.407366110827e+01  -2.646890085802e+02  
  2.792543841237e+03  -4.413363410536e+01  -2.647035135479e+02  
  2.798981319634e+03  -4.419360722852e+01  -2.647179903866e+02  
  2.805433637951e+03  -4.425358047717e+01  -2.647324391733e+02  
  2.811900830398e+03  -4.431355385072e+01  -2.647468599848e+02  
  2.818382931264e+03  -4.437352734859e+01  -2.647612528981e+02  
  2.824879974915e+03  -4.443350097023e+01  -2.647756179895e+02  
  2.831391995799e+03  -4.449347471505e+01  -2.647899553358e+02  
  2.837919028441e+03  -4.455344858248e+01  -2.648042650130e+02  
  2.844461107447e+03  -4.461342257196e+01  -2.648185470975e+02  
  2.851018267503e+03  -4.467339668293e+01  -2.648328016652e+02  
  2.857590543374e+03  -4.473337091482e+01  -2.648470287920e+02  
  2.864177969906e+03  -4.479334526709e+01  -2.648612285536e+02  
  2.870780582024e+03  -4.485331973916e+01  -2.648754010255e+02  
  2.877398414735e+03  -4.491329433050e+01  -2.648895462833e+02  
  2.884031503126e+03  -4.497326904054e+01  -2.649036644022e+02  
  2.890679882365e+03  -4.503324386875e+01  -2.649177554573e+02  
  2.897343587700e+03  -4.509321881457e+01  -2.649318195237e+02  
  2.904022654464e+03  -4.515319387747e+01  -2.649458566761e+02  
  2.910717118066e+03  -4.521316905691e+01  -2.649598669892e+02  
  2.917427014000e+03  -4.527314435234e+01  -2.649738505377e+02  
  2.924152377842e+03  -4.533311976324e+01  -2.649878073960e+02  
  2.930893245249e+03  -4.539309528908e+01  -2.650017376382e+02  
  2.937649651961e+03  -4.545307092931e+01  -2.650156413386e+02  
  2.944421633798e+03  -4.551304668342e+01  -2.650295185711e+02  
  2.951209226666e+03  -4.557302255089e+01  -2.650433694095e+02  
  2.958012466551e+03  -4.563299853118e+01  -2.650571939276e+02  
  2.964831389523e+03  -4.569297462378e+01  -2.650709921990e+02  
  2.971666031737e+03  -4.575295082818e+01  -2.650847642969e+02  
  2.978516429428e+03  -4.581292714385e+01  -2.650985102949e+02  
  2.985382618917e+03  -4.587290357029e+01  -2.651122302658e+02  
  2.992264636607e+03  -4.593288010699e+01  -2.651259242828e+02  
  2.999162518987e+03  -4.599285675343e+01  -2.651395924188e+02  
  3.006076302627e+03  -4.605283350912e+01  -2.651532347464e+02  
  3.013006024185e+03  -4.611281037355e+01  -2.651668513382e+02  
  3.019951720401e+03  -4.617278734622e+01  -2.651804422667e+02  
  3.026913428100e+03  -4.623276442664e+01  -2.651940076041e+02  
  3.033891184193e+03  -4.629274161430e+01  -2.652075474227e+02  
  3.040885025675e+03  -4.635271890872e+01  -2.652210617945e+02  
  3.047894989627e+03  -4.641269630941e+01  -2.652345507914e+02  
  3.054921113215e+03  -4.647267381587e+01  -2.652480144850e+02  
  3.061963433690e+03  -4.653265142762e+01  -2.652614529472e+02  
  3.069021988390e+03  -4.659262914417e+01  -2.652748662493e+02  
  3.076096814740e+03  -4.665260696505e+01  -2.652882544627e+02  
  3.083187950248e+03  -4.671258488978e+01  -2.653016176586e+02  
  3.090295432513e+03  -4.677256291787e+01  -2.653149559082e+02  
  3.097419299216e+03  -4.683254104886e+01  -2.653282692823e+02  
  3.104559588127e+03  -4.689251928227e+01  -2.653415578518e+02  
  3.111716337105e+03  -4.695249761763e+01  -2.653548216873e+02  
  3.118889584093e+03  -4.701247605447e+01  -2.653680608595e+02  
  3.126079367123e+03  -4.707245459233e+01  -2.653812754387e+02  
  3.133285724315e+03  -4.713243323074e+01  -2.653944654953e+02  
  3.140508693875e+03  -4.719241196925e+01  -2.654076310993e+02  
  3.147748314100e+03  -4.725239080739e+01  -2.654207723209e+02  
  3.155004623374e+03  -4.731236974470e+01  -2.654338892298e+02  
  3.162277660167e+03  -4.737234878074e+01  -2.654469818960e+02  
  3.169567463043e+03  -4.743232791505e+01  -2.654600503890e+02  
  3.176874070649e+03  -4.749230714717e+01  -2.654730947782e+02  
  3.184197521725e+03  -4.755228647667e+01  -2.654861151332e+02  
  3.191537855100e+03  -4.761226590309e+01  -2.654991115231e+02  
  3.198895109690e+03  -4.767224542598e+01  -2.655120840171e+02  
  3.206269324505e+03  -4.773222504492e+01  -2.655250326842e+02  
  3.213660538639e+03  -4.779220475945e+01  -2.655379575931e+02  
  3.221068791282e+03  -4.785218456915e+01  -2.655508588128e+02  
  3.228494121712e+03  -4.791216447357e+01  -2.655637364116e+02  
  3.235936569295e+03  -4.797214447227e+01  -2.655765904583e+02  
  3.243396173493e+03  -4.803212456484e+01  -2.655894210210e+02  
  3.250872973853e+03  -4.809210475084e+01  -2.656022281681e+02  
  3.258367010019e+03  -4.815208502984e+01  -2.656150119677e+02  
  3.265878321722e+03  -4.821206540141e+01  -2.656277724876e+02  
  3.273406948787e+03  -4.827204586514e+01  -2.656405097959e+02  
  3.280952931130e+03  -4.833202642060e+01  -2.656532239602e+02  
  3.288516308759e+03  -4.839200706737e+01  -2.656659150480e+02  
  3.296097121774e+03  -4.845198780503e+01  -2.656785831270e+02  
  3.303695410367e+03  -4.851196863318e+01  -2.656912282645e+02  
  3.311311214825e+03  -4.857194955139e+01  -2.657038505277e+02  
  3.318944575525e+03  -4.863193055925e+01  -2.657164499837e+02  
  3.326595532939e+03  -4.869191165636e+01  -2.657290266995e+02  
  3.334264127631e+03  -4.875189284230e+01  -2.657415807419e+02  
  3.341950400260e+03  -4.881187411668e+01  -2.657541121779e+02  
  3.349654391577e+03  -4.887185547908e+01  -2.657666210739e+02  
  3.357376142429e+03  -4.893183692911e+01  -2.657791074964e+02  
  3.365115693754e+03  -4.899181846636e+01  -2.657915715120e+02  
  3.372873086588e+03  -4.905180009045e+01  -2.658040131867e+02  
  3.380648362059e+03  -4.911178180096e+01  -2.658164325869e+02  
  3.388441561391e+03  -4.917176359751e+01  -2.658288297784e+02  
  3.396252725903e+03  -4.923174547970e+01  -2.658412048273e+02  
  3.404081897009e+03  -4.929172744715e+01  -2.658535577993e+02  
  3.411929116218e+03  -4.935170949946e+01  -2.658658887601e+02  
  3.419794425136e+03  -4.941169163626e+01  -2.658781977752e+02  
  3.427677865463e+03  -4.947167385714e+01  -2.658904849100e+02  
  3.435579478998e+03  -4.953165616174e+01  -2.659027502300e+02  
  3.443499307632e+03  -4.959163854967e+01  -2.659149938003e+02  
  3.451437393358e+03  -4.965162102054e+01  -2.659272156860e+02  
  3.459393778260e+03  -4.971160357399e+01  -2.659394159521e+02  
  3.467368504524e+03  -4.977158620963e+01  -2.659515946633e+02  
  3.475361614431e+03  -4.983156892710e+01  -2.659637518846e+02  
  3.483373150359e+03  -4.989155172602e+01  -2.659758876804e+02  
  3.491403154785e+03  -4.995153460601e+01  -2.659880021153e+02  
  3.499451670283e+03  -5.001151756672e+01  -2.660000952537e+02  
  3.507518739525e+03  -5.007150060777e+01  -2.660121671599e+02  
  3.515604405282e+03  -5.013148372880e+01  -2.660242178980e+02  
  3.523708710424e+03  -5.019146692944e+01  -2.660362475322e+02  
  3.531831697919e+03  -5.025145020933e+01  -2.660482561262e+02  
  3.539973410833e+03  -5.031143356812e+01  -2.660602437441e+02  
  3.548133892335e+03  -5.037141700545e+01  -2.660722104495e+02  
  3.556313185689e+03  -5.043140052095e+01  -2.660841563059e+02  
  3.564511334261e+03  -5.049138411427e+01  -2.660960813770e+02  
  3.572728381518e+03  -5.055136778506e+01  -2.661079857260e+02  
  3.580964371025e+03  -5.061135153298e+01  -2.661198694163e+02  
  3.589219346449e+03  -5.067133535766e+01  -2.661317325109e+02  
  3.597493351556e+03  -5.073131925876e+01  -2.661435750731e+02  
  3.605786430215e+03  -5.079130323593e+01  -2.661553971657e+02  
  3.614098626395e+03  -5.085128728883e+01  -2.661671988515e+02  
  3.622429984166e+03  -5.091127141712e+01  -2.661789801932e+02  
  3.630780547700e+03  -5.097125562045e+01  -2.661907412536e+02  
  3.639150361271e+03  -5.103123989849e+01  -2.662024820950e+02  
  3.647539469255e+03  -5.109122425089e+01  -2.662142027799e+02  
  3.655947916130e+03  -5.115120867732e+01  -2.662259033706e+02  
  3.664375746477e+03  -5.121119317745e+01  -2.662375839292e+02  
  3.672823004980e+03  -5.127117775093e+01  -2.662492445178e+02  
  3.681289736424e+03  -5.133116239744e+01  -2.662608851985e+02  
  3.689775985700e+03  -5.139114711665e+01  -2.662725060330e+02  
  3.698281797802e+03  -5.145113190823e+01  -2.662841070831e+02  
  3.706807217825e+03  -5.151111677185e+01  -2.662956884105e+02  
  3.715352290971e+03  -5.157110170719e+01  -2.663072500767e+02  
  3.723917062545e+03  -5.163108671392e+01  -2.663187921432e+02  
  3.732501577956e+03  -5.169107179172e+01  -2.663303146712e+02  
  3.741105882719e+03  -5.175105694027e+01  -2.663418177221e+02  
  3.749730022454e+03  -5.181104215925e+01  -2.663533013568e+02  
  3.758374042883e+03  -5.187102744834e+01  -2.663647656366e+02  
  3.767037989838e+03  -5.193101280723e+01  -2.663762106222e+02  
  3.775721909253e+03  -5.199099823560e+01  -2.663876363746e+02  
  3.784425847170e+03  -5.205098373313e+01  -2.663990429543e+02  
  3.793149849736e+03  -5.211096929952e+01  -2.664104304220e+02  
  3.801893963204e+03  -5.217095493445e+01  -2.664217988383e+02  
  3.810658233937e+03  -5.223094063762e+01  -2.664331482635e+02  
  3.819442708399e+03  -5.229092640872e+01  -2.664444787580e+02  
  3.828247433167e+03  -5.235091224744e+01  -2.664557903819e+02  
  3.837072454922e+03  -5.241089815348e+01  -2.664670831953e+02  
  3.845917820452e+03  -5.247088412654e+01  -2.664783572583e+02  
  3.854783576657e+03  -5.253087016631e+01  -2.664896126307e+02  
  3.863669770540e+03  -5.259085627249e+01  -2.665008493724e+02  
  3.872576449215e+03  -5.265084244479e+01  -2.665120675431e+02  
  3.881503659905e+03  -5.271082868291e+01  -2.665232672022e+02  
  3.890451449942e+03  -5.277081498655e+01  -2.665344484095e+02  
  3.899419866764e+03  -5.283080135542e+01  -2.665456112242e+02  
  3.908408957923e+03  -5.289078778922e+01  -2.665567557057e+02  
  3.917418771077e+03  -5.295077428766e+01  -2.665678819131e+02  
  3.926449353995e+03  -5.301076085046e+01  -2.665789899057e+02  
  3.935500754557e+03  -5.307074747733e+01  -2.665900797423e+02  
  3.944573020752e+03  -5.313073416797e+01  -2.666011514820e+02  
  3.953666200680e+03  -5.319072092210e+01  -2.666122051835e+02  
  3.962780342553e+03  -5.325070773944e+01  -2.666232409056e+02  
  3.971915494693e+03  -5.331069461971e+01  -2.666342587069e+02  
  3.981071705534e+03  -5.337068156261e+01  -2.666452586459e+02  
  3.990249023620e+03  -5.343066856788e+01  -2.666562407811e+02  
  3.999447497610e+03  -5.349065563523e+01  -2.666672051707e+02  
  4.008667176272e+03  -5.355064276438e+01  -2.666781518731e+02  
  4.017908108488e+03  -5.361062995507e+01  -2.666890809465e+02  
  4.027170343253e+03  -5.367061720700e+01  -2.666999924487e+02  
  4.036453929675e+03  -5.373060451992e+01  -2.667108864379e+02  
  4.045758916973e+03  -5.379059189354e+01  -2.667217629719e+02  
  4.055085354483e+03  -5.385057932760e+01  -2.667326221085e+02  
  4.064433291651e+03  -5.391056682182e+01  -2.667434639053e+02  
  4.073802778040e+03  -5.397055437594e+01  -2.667542884200e+02  
  4.083193863326e+03  -5.403054198969e+01  -2.667650957100e+02  
  4.092606597299e+03  -5.409052966281e+01  -2.667758858328e+02  
  4.102041029865e+03  -5.415051739502e+01  -2.667866588456e+02  
  4.111497211044e+03  -5.421050518608e+01  -2.667974148057e+02  
  4.120975190972e+03  -5.427049303570e+01  -2.668081537703e+02  
  4.130475019900e+03  -5.433048094364e+01  -2.668188757963e+02  
  4.139996748196e+03  -5.439046890963e+01  -2.668295809408e+02  
  4.149540426342e+03  -5.445045693342e+01  -2.668402692605e+02  
  4.159106104939e+03  -5.451044501475e+01  -2.668509408122e+02  
  4.168693834702e+03  -5.457043315336e+01  -2.668615956528e+02  
  4.178303666465e+03  -5.463042134900e+01  -2.668722338386e+02  
  4.187935651178e+03  -5.469040960141e+01  -2.668828554263e+02  
  4.197589839909e+03  -5.475039791034e+01  -2.668934604722e+02  
  4.207266283843e+03  -5.481038627555e+01  -2.669040490327e+02  
  4.216965034285e+03  -5.487037469678e+01  -2.669146211640e+02  
  4.226686142655e+03  -5.493036317378e+01  -2.669251769222e+02  
  4.236429660494e+03  -5.499035170631e+01  -2.669357163635e+02  
  4.246195639462e+03  -5.505034029412e+01  -2.669462395438e+02  
  4.255984131336e+03  -5.511032893697e+01  -2.669567465190e+02  
  4.265795188015e+03  -5.517031763461e+01  -2.669672373448e+02  
  4.275628861515e+03  -5.523030638680e+01  -2.669777120771e+02  
  4.285485203973e+03  -5.529029519329e+01  -2.669881707715e+02  
  4.295364267648e+03  -5.535028405386e+01  -2.669986134834e+02  
  4.305266104916e+03  -5.541027296825e+01  -2.670090402683e+02  
  4.315190768276e+03  -5.547026193623e+01  -2.670194511817e+02  
  4.325138310349e+03  -5.553025095757e+01  -2.670298462788e+02  
  4.335108783874e+03  -5.559024003203e+01  -2.670402256148e+02  
  4.345102241714e+03  -5.565022915938e+01  -2.670505892449e+02  
  4.355118736854e+03  -5.571021833937e+01  -2.670609372240e+02  
  4.365158322400e+03  -5.577020757179e+01  -2.670712696072e+02  
  4.375221051581e+03  -5.583019685639e+01  -2.670815864493e+02  
  4.385306977749e+03  -5.589018619296e+01  -2.670918878050e+02  
  4.395416154377e+03  -5.595017558125e+01  -2.671021737292e+02  
  4.405548635064e+03  -5.601016502105e+01  -2.671124442764e+02  
  4.415704473532e+03  -5.607015451213e+01  -2.671226995011e+02  
  4.425883723625e+03  -5.613014405425e+01  -2.671329394578e+02  
  4.436086439313e+03  -5.619013364721e+01  -2.671431642010e+02  
  4.446312674690e+03  -5.625012329077e+01  -2.671533737848e+02  
  4.456562483974e+03  -5.631011298471e+01  -2.671635682635e+02  
  4.466835921508e+03  -5.637010272881e+01  -2.671737476913e+02  
  4.477133041762e+03  -5.643009252285e+01  -2.671839121221e+02  
  4.487453899330e+03  -5.649008236661e+01  -2.671940616101e+02  
  4.497798548932e+03  -5.655007225988e+01  -2.672041962090e+02  
  4.508167045413e+03  -5.661006220244e+01  -2.672143159726e+02  
  4.518559443748e+03  -5.667005219407e+01  -2.672244209548e+02  
  4.528975799035e+03  -5.673004223456e+01  -2.672345112092e+02  
  4.539416166501e+03  -5.679003232370e+01  -2.672445867893e+02  
  4.549880601499e+03  -5.685002246126e+01  -2.672546477486e+02  
  4.560369159512e+03  -5.691001264705e+01  -2.672646941406e+02  
  4.570881896147e+03  -5.697000288085e+01  -2.672747260187e+02  
  4.581418867144e+03  -5.702999316245e+01  -2.672847434360e+02  
  4.591980128367e+03  -5.708998349164e+01  -2.672947464457e+02  
  4.602565735812e+03  -5.714997386822e+01  -2.673047351011e+02  
  4.613175745602e+03  -5.720996429198e+01  -2.673147094551e+02  
  4.623810213991e+03  -5.726995476271e+01  -2.673246695606e+02  
  4.634469197361e+03  -5.732994528022e+01  -2.673346154706e+02  
  4.645152752226e+03  -5.738993584429e+01  -2.673445472379e+02  
  4.655860935228e+03  -5.744992645473e+01  -2.673544649152e+02  
  4.666593803141e+03  -5.750991711133e+01  -2.673643685551e+02  
  4.677351412871e+03  -5.756990781390e+01  -2.673742582103e+02  
  4.688133821451e+03  -5.762989856223e+01  -2.673841339332e+02  
  4.698941086051e+03  -5.768988935613e+01  -2.673939957763e+02  
  4.709773263968e+03  -5.774988019540e+01  -2.674038437920e+02  
  4.720630412634e+03  -5.780987107984e+01  -2.674136780324e+02  
  4.731512589613e+03  -5.786986200926e+01  -2.674234985499e+02  
  4.742419852601e+03  -5.792985298346e+01  -2.674333053966e+02  
  4.753352259427e+03  -5.798984400226e+01  -2.674430986245e+02  
  4.764309868053e+03  -5.804983506545e+01  -2.674528782857e+02  
  4.775292736575e+03  -5.810982617285e+01  -2.674626444320e+02  
  4.786300923225e+03  -5.816981732427e+01  -2.674723971153e+02  
  4.797334486365e+03  -5.822980851951e+01  -2.674821363874e+02  
  4.808393484496e+03  -5.828979975839e+01  -2.674918623000e+02  
  4.819477976250e+03  -5.834979104073e+01  -2.675015749047e+02  
  4.830588020396e+03  -5.840978236633e+01  -2.675112742530e+02  
  4.841723675840e+03  -5.846977373500e+01  -2.675209603966e+02  
  4.852885001620e+03  -5.852976514658e+01  -2.675306333867e+02  
  4.864072056913e+03  -5.858975660086e+01  -2.675402932748e+02  
  4.875284901032e+03  -5.864974809767e+01  -2.675499401121e+02  
  4.886523593427e+03  -5.870973963682e+01  -2.675595739499e+02  
  4.897788193683e+03  -5.876973121814e+01  -2.675691948392e+02  
  4.909078761525e+03  -5.882972284144e+01  -2.675788028312e+02  
  4.920395356813e+03  -5.888971450655e+01  -2.675883979769e+02  
  4.931738039548e+03  -5.894970621328e+01  -2.675979803272e+02  
  4.943106869867e+03  -5.900969796146e+01  -2.676075499329e+02  
  4.954501908046e+03  -5.906968975091e+01  -2.676171068449e+02  
  4.965923214502e+03  -5.912968158146e+01  -2.676266511139e+02  
  4.977370849788e+03  -5.918967345294e+01  -2.676361827905e+02  
  4.988844874599e+03  -5.924966536515e+01  -2.676457019254e+02  
  5.000345349768e+03  -5.930965731795e+01  -2.676552085691e+02  
  5.011872336271e+03  -5.936964931115e+01  -2.676647027721e+02  
  5.023425895222e+03  -5.942964134457e+01  -2.676741845847e+02  
  5.035006087878e+03  -5.948963341806e+01  -2.676836540573e+02  
  5.046612975634e+03  -5.954962553144e+01  -2.676931112401e+02  
  5.058246620030e+03  -5.960961768454e+01  -2.677025561834e+02  
  5.069907082745e+03  -5.966960987720e+01  -2.677119889373e+02  
  5.081594425604e+03  -5.972960210924e+01  -2.677214095519e+02  
  5.093308710570e+03  -5.978959438051e+01  -2.677308180771e+02  
  5.105049999753e+03  -5.984958669083e+01  -2.677402145629e+02  
  5.116818355402e+03  -5.990957904004e+01  -2.677495990592e+02  
  5.128613839912e+03  -5.996957142798e+01  -2.677589716158e+02  
  5.140436515823e+03  -6.002956385448e+01  -2.677683322824e+02  
  5.152286445816e+03  -6.008955631939e+01  -2.677776811087e+02  
  5.164163692719e+03  -6.014954882254e+01  -2.677870181444e+02  
  5.176068319504e+03  -6.020954136377e+01  -2.677963434390e+02  
  5.188000389288e+03  -6.026953394292e+01  -2.678056570420e+02  
  5.199959965334e+03  -6.032952655984e+01  -2.678149590029e+02  
  5.211947111049e+03  -6.038951921436e+01  -2.678242493710e+02  
  5.223961889990e+03  -6.044951190633e+01  -2.678335281956e+02  
  5.236004365856e+03  -6.050950463559e+01  -2.678427955259e+02  
  5.248074602496e+03  -6.056949740198e+01  -2.678520514113e+02  
  5.260172663905e+03  -6.062949020536e+01  -2.678612959007e+02  
  5.272298614227e+03  -6.068948304557e+01  -2.678705290432e+02  
  5.284452517750e+03  -6.074947592245e+01  -2.678797508880e+02  
  5.296634438915e+03  -6.080946883586e+01  -2.678889614838e+02  
  5.308844442308e+03  -6.086946178563e+01  -2.678981608796e+02  
  5.321082592666e+03  -6.092945477163e+01  -2.679073491243e+02  
  5.333348954875e+03  -6.098944779369e+01  -2.679165262665e+02  
  5.345643593968e+03  -6.104944085168e+01  -2.679256923550e+02  
  5.357966575132e+03  -6.110943394544e+01  -2.679348474385e+02  
  5.370317963701e+03  -6.116942707482e+01  -2.679439915655e+02  
  5.382697825161e+03  -6.122942023968e+01  -2.679531247845e+02  
  5.395106225150e+03  -6.128941343988e+01  -2.679622471441e+02  
  5.407543229454e+03  -6.134940667526e+01  -2.679713586926e+02  
  5.420008904015e+03  -6.140939994568e+01  -2.679804594784e+02  
  5.432503314923e+03  -6.146939325100e+01  -2.679895495498e+02  
